Years_start,Years_end,GTP,GTA,GTC,TP1,TPm,TA1,TAm,TAapp,ADy,ADa,AAd,ACAd,CI,ACd,h,GTKde,GTKid
1977,2025,1168,1833,3329,405,760,329,1578,2378,38.93333333333333,0.6372067648663393,1.5693493150684932,2.035958904109589,2.596052631578947,2.850171232876712,NA,924,228
