Years_start,Years_end,GTP,GTA,GTC,TP1,TPm,TA1,TAm,TAapp,ADy,ADa,AAd,ACAd,CI,ACd,h,GTKde,GTKid
2007,2024,564,950,1405,184,380,153,829,1172,31.333333333333332,0.5936842105263158,1.6843971631205674,2.078014184397163,2.6,2.4911347517730498,NA,675,122
