Years_start,Years_end,GTP,GTA,GTC,TP1,TPm,TA1,TAm,TAapp,ADy,ADa,AAd,ACAd,CI,ACd,h,GTKde,GTKid
1977,2025,689,985,2462,264,422,205,823,1353,22.966666666666665,0.6994923857868021,1.4296081277213353,1.9637155297532656,2.580568720379147,3.5732946298984034,NA,671,108
